Gene	ModuleAssignment	Blocks	intramodule.Connectivity..unpowered.	HubGenes	external_gene_name
ENSG00000215347	35	2	71.32592499	 	SLC25A5P1
ENSG00000215349	4	2	1934.80202	 	MRPL3P1
ENSG00000215351	1	3	5939.30208	hub10;hub5	PPIAP1
ENSG00000215353	1	3	5939.30208	hub10;hub5	C1QBPP1
ENSG00000215354	0	3	323.915062	 	FAM90A24P
ENSG00000215357	1	3	2733.119471	 	HSPD1P8
ENSG00000215367	27	3	79.29751176	 	TMED11P
ENSG00000215369	6	1	1177.502462	hub10	RPL37P3
ENSG00000215372	1	3	5874.435321	 	ZNF705G
ENSG00000215373	28	2	154.2020863	hub10;hub5	FAM90A5P
ENSG00000215374	8	2	510.0887052	 	FAM66B
ENSG00000215375	2	2	2729.859553	 	MYL5
ENSG00000215380	0	3	308.7163636	 	AC090625.1
ENSG00000215381	4	2	778.6401092	 	AL109936.1
ENSG00000215386	3	1	2075.747885	 	MIR99AHG
ENSG00000215388	7	2	539.49673	 	ACTG1P3
ENSG00000215394	30	2	137.0625823	hub10;hub5	NA
ENSG00000215397	4	2	2036.09041	 	SCRT2
ENSG00000215398	1	3	5848.776525	 	CR383658.1
ENSG00000215399	41	3	98.47514363	hub10;hub5	HMGB3P7
ENSG00000215403	1	3	5939.30208	hub10;hub5	LL22NC01-81G9.3
ENSG00000215405	92	1	32.6935572	hub10;hub5	NA
ENSG00000215409	18	1	101.7260894	 	AL355493.1
ENSG00000215414	7	2	1006.797092	 	PSMA6P1
ENSG00000215417	3	1	1443.683086	 	MIR17HG
ENSG00000215418	0	3	311.3142149	 	PEX12P1
ENSG00000215421	5	2	1211.179764	 	ZNF407
ENSG00000215424	35	2	97.46330634	 	MCM3AP-AS1
ENSG00000215428	1	3	1880.378381	 	NA
ENSG00000215440	3	1	2649.349607	 	NPEPL1
ENSG00000215441	0	2	293.6292725	 	CTAGE12P
ENSG00000215444	18	1	177.0399982	 	AL138807.1
ENSG00000215447	8	2	608.5580431	 	NA
ENSG00000215448	1	3	4609.852417	 	SRMP1
ENSG00000215450	12	1	150.6825753	 	AL022342.1
ENSG00000215452	0	1	457.6106817	 	ZNF663P
ENSG00000215454	1	3	5939.30208	hub10;hub5	KRTAP10-4
ENSG00000215455	12	1	289.9327928	 	KRTAP10-1
ENSG00000215456	1	3	3791.756788	 	BCRP4
ENSG00000215457	59	3	47.83816057	 	RPS8P3
ENSG00000215458	7	2	890.2504632	 	AATBC
ENSG00000215462	3	1	1631.909507	 	NA
ENSG00000215464	62	3	39.96342889	 	AP000354.1
ENSG00000215467	8	2	780.1680678	hub10;hub5	RPL27AP
ENSG00000215472	7	2	1004.640246	 	RPL17-C18orf32
ENSG00000215474	21	1	211.5968179	 	SKOR2
ENSG00000215475	0	3	379.3377383	 	SIAH3
ENSG00000215477	2	1	2561.860359	 	RCN1P1
ENSG00000215478	4	2	1012.450922	 	CES5AP1
ENSG00000215481	7	2	702.3055323	 	BCRP3
ENSG00000215482	8	2	725.7422654	 	CALM2P3
ENSG00000215483	1	3	2204.861729	 	LINC00598
ENSG00000215486	0	2	271.5563368	 	ARL2BPP3
ENSG00000215492	2	2	2422.813384	 	HNRNPA1P7
ENSG00000215493	3	1	1911.79483	 	AC007731.1
ENSG00000215494	1	3	2488.979755	 	NA
ENSG00000215498	83	2	44.78476631	hub10;hub5	FAM230B
ENSG00000215504	0	2	344.0251089	 	NA
ENSG00000215506	0	1	298.6611001	 	TPTE2P4
ENSG00000215512	1	3	2137.512325	 	AP005901.1
ENSG00000215513	4	2	1062.040833	 	NA
ENSG00000215515	0	1	278.4341433	 	IFIT1P1
ENSG00000215520	20	2	134.6823242	 	RPS4XP4
ENSG00000215527	0	1	372.7558953	 	NA
ENSG00000215529	1	3	4902.500242	 	EFCAB8
ENSG00000215533	3	1	1544.601532	 	LINC00189
ENSG00000215544	0	3	295.2765272	 	BCRP7
ENSG00000215545	1	3	5939.30208	hub10;hub5	DEFB116
ENSG00000215546	3	1	1237.695918	 	DKKL1P1
ENSG00000215547	1	3	5939.30208	hub10;hub5	DEFB115
ENSG00000215548	9	2	304.1775157	 	FRG1JP
ENSG00000215549	73	3	36.30295053	 	NA
ENSG00000215553	21	1	109.2103276	 	KRT18P3
ENSG00000215557	6	1	1063.361711	 	NA
ENSG00000215559	1	3	3802.552596	 	ANKRD20A11P
ENSG00000215560	13	2	329.7554731	hub10;hub5	TTTY5
ENSG00000215562	0	1	288.7475851	 	CNN2P7
ENSG00000215565	28	2	153.3926196	 	NA
ENSG00000215567	1	3	5939.30208	hub10;hub5	AC138701.1
ENSG00000215568	1	3	2577.487217	 	GAB4
ENSG00000215570	4	2	1863.941241	 	NA
ENSG00000215571	3	1	1345.151213	 	GRK6P1
ENSG00000215572	4	2	1308.697524	 	ESRRAP1
ENSG00000215580	3	1	937.9968004	 	BCORP1
ENSG00000215586	8	2	313.3483688	 	AL031679.1
ENSG00000215589	31	1	64.62069556	 	KANK1P1
ENSG00000215595	4	2	977.2412029	 	C20orf202
ENSG00000215604	1	3	5939.30208	hub10;hub5	ZNF962P
ENSG00000215606	12	1	269.6229898	 	KRT18P35
ENSG00000215612	0	3	315.4952522	 	HMX1
ENSG00000215621	8	2	539.8672342	 	NA
ENSG00000215630	5	1	1215.511931	 	GUSBP9
ENSG00000215644	6	1	736.8920836	 	GCGR
ENSG00000215692	5	1	506.3807272	 	AC114730.1
ENSG00000215695	8	2	680.7513225	 	RSC1A1
ENSG00000215703	47	2	53.13065273	 	NA
ENSG00000215704	4	2	963.4261426	 	CELA2B
ENSG00000215712	7	2	1021.275806	 	TMEM242
ENSG00000215717	3	1	2174.593629	 	TMEM167B
ENSG00000215720	4	2	910.0511444	 	AL035405.1
ENSG00000215734	12	1	309.6151719	hub10;hub5	MRPL20P1
ENSG00000215749	24	1	157.4264553	 	NA
ENSG00000215760	23	2	213.1094968	hub10;hub5	TAF9BP2
ENSG00000215765	13	2	187.9069352	 	AC245128.1
ENSG00000215769	5	2	1404.819773	hub10;hub5	ARHGAP27P1-BPTFP1-KPNA2P3
ENSG00000215771	20	2	167.4724921	 	LRRC37A14P
ENSG00000215784	3	1	2803.212871	hub10	FAM72D
ENSG00000215785	1	3	1868.989421	 	CFL1P6
ENSG00000215788	5	2	1411.204371	hub10;hub5	TNFRSF25
ENSG00000215790	4	2	2204.21158	hub10;hub5	SLC35E2A
ENSG00000215791	3	1	2370.572614	 	NA
ENSG00000215795	9	2	508.578585	 	AL390728.2
ENSG00000215796	2	1	3186.92142	 	AL512637.1
ENSG00000215800	7	2	826.8379931	 	RSL24D1P4
ENSG00000215802	7	2	667.3132597	 	RFKP1
ENSG00000215805	3	1	1933.324094	 	AL356361.1
ENSG00000215807	6	1	736.5961483	 	KRT18P65
ENSG00000215808	6	1	1187.070654	 	LINC01139
ENSG00000215811	6	1	942.4784785	 	BTNL10
ENSG00000215812	4	2	1218.871548	 	ZNF847P
ENSG00000215817	5	1	1113.137627	 	ZC3H11B
ENSG00000215819	1	3	3148.776611	 	KRT18P12
ENSG00000215833	4	2	1467.185733	 	QRSL1P1
ENSG00000215834	1	3	3568.578378	 	FMO9P
ENSG00000215835	2	2	2416.737274	 	AL596087.1
ENSG00000215837	5	1	1388.480804	hub10;hub5	SDHAP2
ENSG00000215838	3	1	1204.55603	 	AL451074.1
ENSG00000215840	8	2	436.1925737	 	AL592295.1
ENSG00000215841	1	3	5939.30208	hub10;hub5	AP002761.1
ENSG00000215845	0	3	389.2601322	 	TSTD1
ENSG00000215846	1	3	2918.434884	 	MPTX1
ENSG00000215853	1	3	5903.277119	 	RPTN
ENSG00000215857	14	1	199.7324515	 	NA
ENSG00000215860	33	2	104.2909979	 	NA
ENSG00000215861	3	1	976.7478967	 	AC245297.1
ENSG00000215863	79	2	24.35616365	 	NA
ENSG00000215864	1	3	4494.395543	 	NBPF7
ENSG00000215866	0	1	356.0857773	 	LINC01356
ENSG00000215867	17	1	180.5907587	 	KRT18P57
ENSG00000215869	9	2	246.7762481	 	AC092506.1
ENSG00000215871	4	2	988.0254547	 	AC104457.1
ENSG00000215873	2	1	3434.924972	 	FEN1P1
ENSG00000215874	1	3	5508.256344	 	CAPNS1P1
ENSG00000215875	25	3	93.46810732	 	ST13P20
ENSG00000215878	30	2	64.33351697	 	MARCKSL1P2
ENSG00000215881	89	2	37.9871033	hub10;hub5	LINC02337
ENSG00000215883	3	1	2698.603172	 	CYB5RL
ENSG00000215887	1	3	4518.51196	 	ZNF859P
ENSG00000215889	14	1	227.3859067	 	NA
ENSG00000215893	0	2	275.5350068	 	RPL23AP17
ENSG00000215895	15	3	120.9796943	 	AL354702.1
ENSG00000215897	26	1	132.5284597	 	NA
ENSG00000215899	0	2	363.7784495	 	AC209007.1
ENSG00000215900	3	1	1678.626714	 	SELENOWP1
ENSG00000215902	8	2	561.2809638	 	NA
ENSG00000215905	44	3	52.83538843	 	AL590609.1
ENSG00000215906	1	3	5939.30208	hub10;hub5	LACTBL1
ENSG00000215908	5	2	1284.981915	 	CROCCP2
ENSG00000215909	3	1	1517.579565	 	BRWD1P1
ENSG00000215910	7	2	1002.174788	 	C1orf167
ENSG00000215912	6	1	613.280269	 	TTC34
ENSG00000215914	5	2	569.2272387	 	MMP23A
ENSG00000215915	3	1	1151.442921	 	ATAD3C
ENSG00000215925	34	3	108.684579	 	NA
ENSG00000215926	52	2	70.1817294	 	NA
ENSG00000215933	0	1	335.6461149	 	NA
ENSG00000215934	78	2	46.42660999	hub10;hub5	NA
ENSG00000215937	4	2	1830.685329	 	NA
ENSG00000215942	40	2	95.58096453	hub10;hub5	NA
ENSG00000215944	1	3	5939.30208	hub10;hub5	NA
ENSG00000215945	0	1	274.9366223	 	NA
ENSG00000215954	61	1	55.04062441	 	NA
ENSG00000215957	1	3	5939.30208	hub10;hub5	MIR300
ENSG00000215960	1	3	5939.30208	hub10;hub5	NA
ENSG00000215972	63	1	56.38192813	 	NA
ENSG00000215973	67	1	42.36566141	 	MIR933
ENSG00000215976	13	2	278.7421724	 	NA
ENSG00000215987	44	3	46.43373905	 	NA
ENSG00000215991	15	3	256.2804435	hub10	MIR208B
ENSG00000215998	19	2	129.485965	 	NA
ENSG00000216009	56	2	61.91191985	 	MIR874
ENSG00000216011	28	2	148.8469694	 	NA
ENSG00000216017	1	3	5939.30208	hub10;hub5	NA
ENSG00000216031	45	2	85.4560419	hub10;hub5	MIR298
ENSG00000216035	23	2	212.6823076	 	MIR938
ENSG00000216042	4	2	2181.26392	hub10	NA
ENSG00000216049	11	1	300.5559529	 	NA
ENSG00000216056	1	3	5939.30208	hub10;hub5	MIR891A
ENSG00000216067	1	3	5939.30208	hub10;hub5	NA
ENSG00000216069	69	3	52.91281008	hub10;hub5	MIR875
ENSG00000216070	1	3	5939.30208	hub10;hub5	NA
ENSG00000216088	1	3	5939.30208	hub10;hub5	NA
ENSG00000216089	18	1	259.9249654	hub10;hub5	NA
ENSG00000216090	3	1	2622.431135	 	NA
ENSG00000216093	69	3	51.25235348	 	NA
ENSG00000216095	0	2	358.9302976	 	NA
ENSG00000216097	23	2	213.1094968	hub10;hub5	NA
ENSG00000216101	0	2	260.8975498	 	MIR877
ENSG00000216102	92	1	23.0528014	 	NA
ENSG00000216105	3	1	1922.305084	 	NA
ENSG00000216109	18	1	196.5831965	 	NA
ENSG00000216113	17	1	222.5807511	 	NA
ENSG00000216116	14	1	303.5439339	 	NA
ENSG00000216119	0	3	310.1918364	 	NA
ENSG00000216127	27	3	152.0817824	hub10	NA
ENSG00000216131	80	1	42.95922841	hub10;hub5	NA
ENSG00000216133	3	1	2667.269032	 	NA
ENSG00000216135	93	2	28.87898881	hub10;hub5	MIR885
ENSG00000216141	37	3	104.733833	hub10;hub5	MIR941-2
ENSG00000216144	1	3	5939.30208	hub10;hub5	NA
ENSG00000216151	1	3	5939.30208	hub10;hub5	NA
ENSG00000216157	54	2	72.97225142	hub10;hub5	NA
ENSG00000216164	18	1	212.155417	 	NA
ENSG00000216166	12	1	201.1364852	 	NA
ENSG00000216168	28	2	136.3527359	 	NA
ENSG00000216171	51	2	70.37988278	hub10;hub5	MIR513C
ENSG00000216182	45	2	57.982603	 	NA
ENSG00000216183	15	3	256.2804435	hub10	NA
ENSG00000216184	27	3	119.6323503	 	NA
ENSG00000216192	74	3	31.4178052	 	MIR920
ENSG00000216195	11	1	257.2516057	 	MIR941-4
ENSG00000216197	4	2	1290.943742	 	NA
ENSG00000216205	55	2	69.02445824	hub10;hub5	NA
ENSG00000216285	0	2	432.6993218	 	AC078819.1
ENSG00000216306	3	1	1264.027033	 	KRT19P2
ENSG00000216307	3	1	945.8035873	 	AL136309.1
ENSG00000216316	1	3	5145.774487	 	AL022722.1
ENSG00000216324	80	1	42.95922841	hub10;hub5	AL049697.2
ENSG00000216331	3	1	1045.458919	 	HIST1H1PS1
ENSG00000216347	1	3	5939.30208	hub10;hub5	RPL10P10
ENSG00000216352	1	3	5939.30208	hub10;hub5	AL590824.1
ENSG00000216360	4	2	979.7080846	 	AL136968.1
ENSG00000216365	8	2	346.10453	 	RPL37P15
ENSG00000216368	32	1	80.36834847	 	AL136226.1
ENSG00000216412	59	3	39.44755053	 	RPL12P2
ENSG00000216425	2	1	3511.486932	hub10	AC004066.1
ENSG00000216436	13	2	329.7554731	 	HIST1H2APS1
ENSG00000216439	2	2	3158.803027	 	DUTP5
ENSG00000216444	1	3	4829.087344	 	RAET1M
ENSG00000216471	14	1	119.6249083	 	RPSAP43
ENSG00000216475	24	1	151.3154248	 	AL024474.1
ENSG00000216480	32	1	101.7539675	 	AL078604.1
ENSG00000216490	46	2	50.742661	 	IFI30
ENSG00000216518	21	1	132.6669611	 	EEF1GP6
ENSG00000216519	1	3	5626.620759	 	AL023284.1
ENSG00000216522	45	2	85.4560419	hub10;hub5	NA
ENSG00000216548	38	3	47.28865092	 	AL357084.1
ENSG00000216560	1	3	5603.826954	 	LINC00955
ENSG00000216568	79	2	28.36167499	 	NA
ENSG00000216588	1	3	4755.984968	 	IGSF23
ENSG00000216613	9	2	360.859979	 	AL023284.2
ENSG00000216616	21	1	216.3104608	hub10;hub5	AL356421.1
ENSG00000216621	26	1	101.1081941	 	AL583835.2
ENSG00000216624	3	1	1418.971864	 	GAPDHP72
ENSG00000216629	1	3	4858.68881	 	OR2W4P
ENSG00000216636	0	3	257.2086626	 	RPL7P25
ENSG00000216639	12	1	190.9327824	 	AL133406.1
ENSG00000216642	31	1	99.14482112	 	AL136116.1
ENSG00000216657	2	2	2413.692079	 	GLRX3P2
ENSG00000216663	1	3	2765.556462	 	AL365214.1
ENSG00000216671	1	3	5939.30208	hub10;hub5	CCNYL3
ENSG00000216676	2	2	2537.234121	 	AL031229.1
ENSG00000216687	1	3	5628.55676	 	AL390237.1
ENSG00000216708	9	2	404.6167381	 	CIR1P3
ENSG00000216713	1	3	5939.30208	hub10;hub5	MTND4P13
ENSG00000216718	0	1	266.4316231	 	AL024509.2
ENSG00000216721	57	2	57.16303266	 	AC093850.1
ENSG00000216723	7	2	492.9430851	 	NUDT19P3
ENSG00000216740	10	1	395.2335531	 	ANXA2P3
ENSG00000216753	32	1	98.48420413	 	HMGA1P7
ENSG00000216754	1	3	4446.678332	 	AL050335.1
ENSG00000216762	1	3	5939.30208	hub10;hub5	VN1R13P
ENSG00000216775	3	1	2613.273609	 	AL109918.1
ENSG00000216781	38	3	63.32228137	 	AL138885.1
ENSG00000216802	9	2	487.2739355	 	AL590617.1
ENSG00000216809	8	2	358.9358169	 	AL589993.1
ENSG00000216813	23	2	70.61570205	 	AL358178.1
ENSG00000216817	4	2	2083.031088	 	R3HDM2P2
ENSG00000216819	0	2	450.6036384	 	TUBB2BP1
ENSG00000216835	2	2	1398.196529	 	RBMXP1
ENSG00000216844	42	1	89.57468725	hub10;hub5	AC009494.1
ENSG00000216853	1	3	5939.30208	hub10;hub5	MTCYBP36
ENSG00000216854	4	2	769.6440476	 	RPL17P26
ENSG00000216859	1	3	4957.031899	 	DHFRP5
ENSG00000216863	7	2	388.0061746	 	LY86-AS1
ENSG00000216866	4	2	1023.574901	 	RPS2P55
ENSG00000216867	3	1	2053.287017	 	RPL22P12
ENSG00000216895	3	1	1796.055563	 	AC009403.1
ENSG00000216901	0	1	401.3397271	 	ZNF603P
ENSG00000216902	1	3	5939.30208	hub10;hub5	AL122016.1
ENSG00000216904	1	3	3476.733057	 	SOCS5P5
ENSG00000216906	4	2	1148.805308	 	AL355312.1
ENSG00000216913	4	2	1162.412801	 	AL049693.1
ENSG00000216915	5	1	420.0273972	 	GPR89P
ENSG00000216917	1	3	4105.570042	 	AC005587.1
ENSG00000216921	12	1	153.5093566	 	AC131097.2
ENSG00000216937	4	2	1198.899255	 	CCDC7
ENSG00000216938	4	2	923.6344496	 	RPL7P58
ENSG00000216968	2	1	1587.943864	 	NA
ENSG00000216977	18	1	195.6083875	 	RPL21P65
ENSG00000216990	0	2	314.3223882	 	HSPD1P10
ENSG00000216998	1	3	5375.101878	 	CYP2AC1P
ENSG00000217004	68	2	40.5595331	 	Z97832.1
ENSG00000217019	1	3	5939.30208	hub10;hub5	NA
ENSG00000217026	8	2	436.0127092	 	RPL10P1
ENSG00000217027	35	2	89.25791992	 	TPT1P4
ENSG00000217030	2	1	2027.625959	 	AL359643.1
ENSG00000217041	12	1	253.9259061	 	AL512430.2
ENSG00000217060	9	2	248.1367067	 	AL135903.1
ENSG00000217067	12	1	245.4025911	 	AL355375.1
ENSG00000217075	0	3	280.6968419	 	NA
ENSG00000217078	37	3	71.12038987	 	AL021407.1
ENSG00000217083	76	2	52.04966675	hub10;hub5	MTCO2P33
ENSG00000217085	1	3	5939.30208	hub10;hub5	HMGB3P19
ENSG00000217094	2	2	1660.213614	 	PPIAP31
ENSG00000217128	22	2	132.142027	 	FNIP1
ENSG00000217130	62	3	51.34184979	 	AL139100.1
ENSG00000217139	3	1	2524.265768	 	AL603865.1
ENSG00000217159	7	2	873.6072599	 	LARP1P1
ENSG00000217165	16	1	206.2663182	 	ANKRD18EP
ENSG00000217178	13	2	180.8427042	 	AL357563.1
ENSG00000217181	0	1	280.3055646	 	AL139039.2
ENSG00000217227	2	2	2621.834403	 	AL079341.1
ENSG00000217231	1	3	4341.14421	 	AL109755.1
ENSG00000217236	15	3	241.1338528	 	SP9
ENSG00000217239	2	2	1303.051409	 	AL136968.2
ENSG00000217241	2	2	2701.880735	 	CBX3P9
ENSG00000217258	8	2	348.4255031	 	AC007249.1
ENSG00000217261	1	3	5627.762156	 	POM121L4P
ENSG00000217268	20	2	206.0672744	hub10;hub5	TXNP7
ENSG00000217272	20	2	206.0672744	hub10;hub5	AL049545.1
ENSG00000217275	3	1	1476.976679	 	AL031777.1
ENSG00000217289	4	2	1842.729661	 	AC079776.1
ENSG00000217314	2	1	2082.220901	 	UQCRFS1P3
ENSG00000217315	18	1	259.9249654	hub10;hub5	OR2W2P
ENSG00000217325	0	2	350.216837	 	PRELID1P1
ENSG00000217327	0	1	284.7670285	 	RPS7P5
ENSG00000217330	1	3	3636.356695	 	SSXP10
ENSG00000217331	1	3	5912.102056	 	AL355143.1
ENSG00000217334	1	3	5757.024611	 	AL355615.1
ENSG00000217340	1	3	3313.834983	 	NA
ENSG00000217372	1	3	4222.977957	 	TUBB4BP7
ENSG00000217385	64	2	29.52791739	 	PSMC1P11
ENSG00000217404	1	3	2501.915165	 	RPS4XP9
ENSG00000217414	4	2	1493.131683	 	DDX18P3
ENSG00000217416	8	2	586.2915581	 	ISCA1P1
ENSG00000217442	0	3	323.0563417	 	SYCE3
ENSG00000217447	8	2	537.5503499	 	AL021331.1
ENSG00000217455	1	3	2864.841536	 	AC073316.1
ENSG00000217488	1	3	2508.959121	 	AL356057.1
ENSG00000217495	1	3	2918.796869	 	AL136116.2
ENSG00000217512	14	1	199.3621233	 	AL356776.1
ENSG00000217514	1	3	5349.382022	 	AL031121.1
ENSG00000217527	50	2	45.11976443	 	RPS16P5
ENSG00000217539	2	1	3125.026847	 	IQCB2P
ENSG00000217555	2	1	3590.254712	hub10;hub5	CKLF
ENSG00000217557	0	2	312.3901706	 	AL590286.1
ENSG00000217566	93	2	22.91391336	 	TDGF1P4
ENSG00000217576	5	1	1135.56738	 	AL158066.1
ENSG00000217585	1	3	5939.30208	hub10;hub5	AL021407.2
ENSG00000217609	24	1	102.8176504	 	NA
ENSG00000217612	16	1	163.2084823	 	AL031119.1
ENSG00000217624	0	1	377.508536	 	AL627402.1
ENSG00000217643	46	2	43.33751223	 	PTGES3P2
ENSG00000217644	77	2	32.93865679	 	AL355864.1
ENSG00000217646	3	1	1506.84323	 	HIST1H2BPS2
ENSG00000217648	8	2	497.3166176	 	AL136116.3
ENSG00000217653	1	3	2088.25717	 	AL353692.1
ENSG00000217680	13	2	144.4361715	 	UBE2V1P15
ENSG00000217684	42	1	44.11648323	 	RPS3AP24
ENSG00000217686	58	2	53.12630447	 	NUS1P4
ENSG00000217702	5	1	853.1720035	 	AC073263.1
ENSG00000217716	35	2	55.80717279	 	RPS10P3
ENSG00000217718	1	3	5939.30208	hub10;hub5	NDUFB4P4
ENSG00000217733	8	2	743.2753555	 	CCT7P1
ENSG00000217746	1	3	5939.30208	hub10;hub5	AL096800.1
ENSG00000217751	25	3	77.27993233	 	NA
ENSG00000217767	83	2	22.52620869	 	NDUFAB1P1
ENSG00000217769	58	2	33.48353258	 	AL157777.1
ENSG00000217770	6	1	1022.385242	 	FEM1AP3
ENSG00000217783	0	3	256.0327208	 	LDHAL6FP
ENSG00000217786	23	2	213.1094968	hub10;hub5	AL355379.1
ENSG00000217791	10	1	403.5809063	 	ASS1P9
ENSG00000217801	26	1	114.3935668	 	AL390719.1
ENSG00000217805	13	2	325.6091308	 	AL590084.1
ENSG00000217809	21	1	175.926486	 	FAT1P1
ENSG00000217824	6	1	589.1100809	 	SNRPEP6
ENSG00000217835	2	1	2834.560199	 	AL034397.1
ENSG00000217862	11	1	248.0199611	 	HIST1H4PS1
ENSG00000217878	1	3	5939.30208	hub10;hub5	AL136100.1
ENSG00000217889	4	2	1273.819782	 	KRT18P48
ENSG00000217896	14	1	304.5236297	hub10;hub5	ZNF839P1
ENSG00000217897	17	1	157.4469988	 	HSPE1P8
ENSG00000217929	40	2	61.21829321	 	CICP18
ENSG00000217930	35	2	92.86113761	 	PAM16
ENSG00000217950	9	2	404.0993983	 	NOC2LP2
ENSG00000218014	3	1	1367.540869	 	KRT19P1
ENSG00000218016	5	2	895.6874863	 	ZNF192P2
ENSG00000218018	2	1	2473.034207	 	AL109955.1
ENSG00000218020	1	3	5939.30208	hub10;hub5	THAP12P5
ENSG00000218027	2	1	1705.87805	 	AL512329.1
ENSG00000218029	3	1	1459.203351	 	AL078601.1
ENSG00000218048	1	3	5932.29773	 	AL121949.1
ENSG00000218049	4	2	851.7413601	 	RPL31P33
ENSG00000218052	6	1	982.7213559	 	ADAMTS7P4
ENSG00000218069	7	2	1108.051753	hub10;hub5	RSL24D1P1
ENSG00000218073	33	2	69.65748152	 	AL021407.3
ENSG00000218089	1	3	3335.584251	 	DNAJA1P4
ENSG00000218107	2	1	2873.192156	 	AL136131.1
ENSG00000218109	29	3	102.9150444	 	KIRREL3-AS3
ENSG00000218125	6	1	1177.502462	 	AP000567.1
ENSG00000218143	76	2	52.04966675	hub10;hub5	ERHP2
ENSG00000218153	72	2	54.53413526	 	KRT18P22
ENSG00000218173	1	3	5939.30208	hub10;hub5	AL356967.1
ENSG00000218175	8	2	510.709748	 	AC016739.1
ENSG00000218180	3	1	950.4503551	 	SLC25A5P7
ENSG00000218186	5	2	885.7356401	 	KRT8P43
ENSG00000218187	62	3	31.49651055	 	AL356432.1
ENSG00000218189	1	3	2033.713806	 	POM121L14P
ENSG00000218194	1	3	4617.619102	 	HLFP1
ENSG00000218198	0	3	274.963299	 	RPS20P32
ENSG00000218208	7	2	712.957581	 	RPS27AP11
ENSG00000218213	23	2	200.7214155	 	FTH1P26
ENSG00000218226	4	2	1493.340153	 	TATDN2P2
ENSG00000218227	8	2	748.5337227	hub10	AC136632.1
ENSG00000218233	1	3	4064.517388	 	NEPNP
ENSG00000218261	2	1	3341.595418	 	AL591034.1
ENSG00000218265	7	2	890.4114298	 	RPS4XP7
ENSG00000218274	1	3	3801.129188	 	AL121949.2
ENSG00000218281	24	1	132.406931	 	HIST1H2APS3
ENSG00000218283	7	2	1052.677171	 	MORF4L1P1
ENSG00000218300	1	3	5939.30208	hub10;hub5	RPL22P14
ENSG00000218305	3	1	1151.424272	 	CDC14C
ENSG00000218313	5	2	625.0294339	 	AL139274.1
ENSG00000218328	29	3	77.96068111	 	NA
ENSG00000218336	29	3	114.7197129	hub10	TENM3
ENSG00000218337	2	1	1852.334197	 	AL589994.1
ENSG00000218346	12	1	185.3810849	 	NA
ENSG00000218347	2	1	1257.783842	 	HNRNPA1P1
ENSG00000218350	19	2	182.1106582	 	LYPLA1P3
ENSG00000218351	1	3	5712.31368	 	RPS3AP23
ENSG00000218357	1	3	4104.538399	 	LINC01644
ENSG00000218358	3	1	2263.011843	 	RAET1K
ENSG00000218359	62	3	39.77841991	 	SUMO2P13
ENSG00000218363	2	1	2223.003309	 	SLC25A20P1
ENSG00000218410	1	3	5939.30208	hub10;hub5	AC012078.1
ENSG00000218416	4	2	1857.983724	 	AC110619.1
ENSG00000218418	8	2	611.3757926	 	AL591135.1
ENSG00000218422	2	1	3261.494076	 	NA
ENSG00000218424	11	1	330.4285853	hub10;hub5	NDUFS5P1
ENSG00000218426	8	2	811.5581804	hub10;hub5	AL590867.2
ENSG00000218428	1	3	4656.432115	 	NIP7P3
ENSG00000218437	0	1	318.2929857	 	NA
ENSG00000218454	12	1	123.7171127	 	HNRNPA1P19
ENSG00000218459	8	2	259.5889336	 	RPS27P15
ENSG00000218472	0	1	358.4346121	 	AL590004.2
ENSG00000218475	11	1	198.4288797	 	ACTG1P18
ENSG00000218476	1	3	4724.474844	 	AL591416.1
ENSG00000218483	3	1	1215.152179	 	AL356277.1
ENSG00000218490	1	3	5939.30208	hub10;hub5	FCF1P10
ENSG00000218502	2	1	3593.750428	hub10;hub5	H2AFZP3
ENSG00000218510	3	1	1153.955813	 	LINC00339
ENSG00000218512	4	2	1734.640508	 	SPTLC1P2
ENSG00000218520	1	3	5939.30208	hub10;hub5	AL450346.2
ENSG00000218521	1	3	3943.683839	 	AL589655.1
ENSG00000218536	0	2	304.2894919	 	AP002530.1
ENSG00000218537	8	2	680.2169601	 	MIF-AS1
ENSG00000218549	1	3	5939.30208	hub10;hub5	OR4K12P
ENSG00000218561	43	1	73.33352584	 	AL353133.1
ENSG00000218565	0	2	326.4327399	 	AL592429.1
ENSG00000218574	32	1	68.77199995	 	HNRNPA1P37
ENSG00000218582	2	1	2587.868085	 	GAPDHP63
ENSG00000218586	3	1	2231.03604	 	AC006971.1
ENSG00000218596	20	2	110.4302455	 	AL162578.1
ENSG00000218617	33	2	132.5946001	hub10;hub5	AL121949.3
ENSG00000218631	1	3	2645.345873	 	AL117344.1
ENSG00000218632	20	2	106.1691292	 	RPL7P28
ENSG00000218643	0	1	291.0795735	 	RPL5P20
ENSG00000218672	21	1	101.6868138	 	AC008060.1
ENSG00000218676	4	2	1203.854096	 	BRD7P4
ENSG00000218682	3	1	1760.643522	 	AC064847.1
ENSG00000218689	75	2	52.11097346	hub10;hub5	RPL5P21
ENSG00000218690	2	1	2067.008133	 	HIST1H2APS4
ENSG00000218698	1	3	5030.900944	 	ST13P16
ENSG00000218713	1	3	3704.126041	 	AL512378.1
ENSG00000218716	24	1	176.3590753	hub10;hub5	RPL12P23
ENSG00000218725	1	3	5698.561205	 	B3GALNT2P1
ENSG00000218728	11	1	231.1027591	 	KRT18P44
