Enhancer	hic.CP	hic.GZ	hic.CP.promoter	hic.GZ.promoter
HARv2_135	ENSG00000241008,ENSG00000271758,ENSG00000254951	ENSG00000130413	ENSG00000241008	ENSG00000130413
HACNS_147,HARv2_346	NA	NA	NA	NA
HACNS_684	NA	NA	NA	NA
HARv2_235	NA	ENSG00000255323	NA	ENSG00000255323
HACNS_498	NA	NA	NA	NA
HACNS_144	NA	NA	NA	NA
HACNS_938	NA	NA	NA	NA
HACNS_648	ENSG00000152219	ENSG00000254532,ENSG00000255288,ENSG00000152219	ENSG00000152219	ENSG00000255288,ENSG00000152219
HARv2_514	NA	NA	NA	NA
HARv2_456	ENSG00000170959	ENSG00000170959	ENSG00000170959	ENSG00000170959
HARv2_326	NA	NA	NA	NA
HACNS_860	NA	NA	NA	NA
HARv2_226	ENSG00000166326	NA	NA	NA
HACNS_688	NA	NA	NA	NA
HACNS_331	ENSG00000254562	NA	ENSG00000254562	NA
HACNS_522	NA	NA	NA	NA
HACNS_606	NA	NA	NA	NA
HARv2_466	NA	NA	NA	NA
HACNS_245	ENSG00000149179	ENSG00000149179	NA	NA
HACNS_283	ENSG00000256280,ENSG00000072518,ENSG00000176340,ENSG00000256100,ENSG00000167770,ENSG00000133315,ENSG00000256824	ENSG00000168005,ENSG00000256280,ENSG00000072518,ENSG00000110583,ENSG00000207200,ENSG00000176340,ENSG00000256100,ENSG00000167770,ENSG00000133315,ENSG00000256824	ENSG00000072518,ENSG00000256280,ENSG00000176340,ENSG00000256100,ENSG00000167770,ENSG00000133315,ENSG00000256824	ENSG00000168005,ENSG00000072518,ENSG00000256280,ENSG00000207200,ENSG00000176340,ENSG00000256100,ENSG00000167770,ENSG00000133315
HACNS_301	ENSG00000149256	NA	NA	NA
HACNS_733	NA	NA	NA	NA
HACNS_233	NA	NA	NA	NA
HACNS_729	NA	NA	NA	NA
HACNS_746	ENSG00000137500,ENSG00000255234	ENSG00000255234,ENSG00000255003	ENSG00000137500,ENSG00000255234	NA
HACNS_774	NA	NA	NA	NA
HARv2_184	NA	NA	NA	NA
HACNS_721	NA	NA	NA	NA
HACNS_775	ENSG00000238388,ENSG00000165895	ENSG00000200047,ENSG00000165895	ENSG00000238388	ENSG00000165895,ENSG00000200047
HACNS_759	NA	NA	NA	NA
HACNS_872	NA	NA	NA	NA
HACNS_249	NA	NA	NA	NA
HACNS_698	NA	NA	NA	NA
HACNS_548,HARv2_87	NA	NA	NA	NA
HARv2_116	NA	NA	NA	NA
HACNS_459	ENSG00000177103,ENSG00000137731,ENSG00000254844,ENSG00000255245,ENSG00000255274	ENSG00000270403,ENSG00000177103,ENSG00000137731,ENSG00000254844	ENSG00000254844,ENSG00000177103,ENSG00000137731	ENSG00000270403,ENSG00000177103,ENSG00000254844
HARv2_62	ENSG00000255239,ENSG00000255422,ENSG00000118181,ENSG00000196655,ENSG00000137700	ENSG00000255422	ENSG00000255239,ENSG00000196655,ENSG00000118181,ENSG00000137700	NA
HACNS_74	NA	NA	NA	NA
HARv2_32	ENSG00000134955,ENSG00000203306,ENSG00000150433,ENSG00000255475,ENSG00000254880,ENSG00000165495	ENSG00000149548,ENSG00000134955,ENSG00000203306,ENSG00000150433,ENSG00000187686,ENSG00000255475,ENSG00000254880,ENSG00000165495	ENSG00000134955,ENSG00000203306,ENSG00000150433,ENSG00000255475,ENSG00000165495,ENSG00000254880	ENSG00000255475,ENSG00000165495,ENSG00000254880
HACNS_15	NA	NA	NA	NA
HACNS_123	NA	NA	NA	NA
HARv2_415	NA	NA	NA	NA
HACNS_28	ENSG00000237654,ENSG00000182667	ENSG00000182667,ENSG00000237654	NA	NA
HARv2_446	NA	ENSG00000227125	NA	NA
HACNS_839	NA	NA	NA	NA
humGainReg698	NA	NA	NA	NA
HACNS_927	NA	NA	NA	NA
HACNS_58	NA	NA	NA	NA
HACNS_69	NA	NA	NA	NA
HACNS_63	ENSG00000183715	ENSG00000182667,ENSG00000183715	NA	ENSG00000182667
HACNS_304	NA	NA	NA	NA
HACNS_497	NA	ENSG00000183715	NA	NA
HACNS_7,HARv2_557	NA	NA	NA	NA
HARv2_106	NA	NA	NA	NA
HACNS_20	NA	ENSG00000165714	NA	NA
HARv2_447	NA	NA	NA	NA
HACNS_79	NA	NA	NA	NA
HACNS_121	NA	NA	NA	NA
HACNS_866	NA	NA	NA	NA
HARv2_179	ENSG00000256389	NA	NA	NA
HACNS_66	NA	NA	NA	NA
HACNS_717	NA	NA	NA	NA
HARv2_100	NA	NA	NA	NA
HACNS_321	NA	NA	NA	NA
HARv2_399	ENSG00000166896	NA	ENSG00000166896	NA
HARv2_314	NA	NA	NA	NA
HARv2_513,HACNS_660	NA	NA	NA	NA
HARv2_199	NA	NA	NA	NA
HACNS_499	NA	NA	NA	NA
HARv2_386	NA	NA	NA	NA
HACNS_569	NA	NA	NA	NA
HACNS_817	NA	NA	NA	NA
HACNS_678	NA	NA	NA	NA
HACNS_536	NA	NA	NA	NA
HARv2_322	NA	ENSG00000072657	NA	NA
HARv2_249	NA	NA	NA	NA
HACNS_111	NA	NA	NA	NA
HACNS_640	NA	NA	NA	NA
HACNS_910	NA	NA	NA	NA
HARv2_244	NA	NA	NA	NA
HACNS_921	NA	NA	NA	NA
HACNS_240	NA	NA	NA	NA
HARv2_178	ENSG00000257360,ENSG00000136040	ENSG00000257360	ENSG00000257360,ENSG00000136040	ENSG00000257360
HACNS_973	NA	NA	NA	NA
HARv2_480	NA	NA	NA	NA
HARv2_205	NA	ENSG00000171759,ENSG00000139352	NA	ENSG00000171759,ENSG00000139352
HACNS_685	ENSG00000247213	ENSG00000198855	NA	ENSG00000198855
HARv2_478	NA	ENSG00000247213	NA	ENSG00000247213
HACNS_673	NA	NA	NA	NA
HACNS_577	ENSG00000255838,ENSG00000151948	ENSG00000151952	ENSG00000255838	NA
HARv2_118	NA	NA	NA	NA
HACNS_295	ENSG00000150907	NA	NA	NA
HARv2_550	NA	NA	NA	NA
HACNS_239	ENSG00000217576,ENSG00000272281,ENSG00000198384	ENSG00000198384	NA	NA
HACNS_494	NA	NA	NA	NA
HARv2_476	NA	NA	NA	NA
HACNS_794	NA	NA	NA	NA
HACNS_531	NA	NA	NA	NA
HACNS_430	NA	NA	NA	NA
HACNS_406	NA	NA	NA	NA
HARv2_425	NA	NA	NA	NA
HACNS_745	NA	NA	NA	NA
HARv2_124	NA	NA	NA	NA
HACNS_104	NA	NA	NA	NA
HACNS_567	NA	NA	NA	NA
HACNS_60,HARv2_18	NA	NA	NA	NA
HACNS_222	NA	ENSG00000165659	NA	NA
HARv2_296	ENSG00000226846	ENSG00000226846	NA	NA
HACNS_11,HARv2_5,HARv2_125	NA	NA	NA	NA
HACNS_645	ENSG00000178734,ENSG00000223458,ENSG00000178695,ENSG00000264908	NA	ENSG00000178734,ENSG00000223458,ENSG00000178695,ENSG00000264908	NA
HARv2_293	ENSG00000261553,ENSG00000136153,ENSG00000178695,ENSG00000264908	ENSG00000261553,ENSG00000136153	ENSG00000178695,ENSG00000264908	NA
HACNS_313	NA	NA	NA	NA
HARv2_271	NA	NA	NA	NA
HACNS_55	NA	NA	NA	NA
HACNS_172	NA	NA	NA	NA
HACNS_616	NA	NA	NA	NA
HACNS_979	NA	NA	NA	NA
HACNS_841	NA	NA	NA	NA
HACNS_472	NA	NA	NA	NA
HACNS_329	NA	ENSG00000183098	NA	NA
HACNS_533	NA	NA	NA	NA
HARv2_474	NA	NA	NA	NA
HACNS_510	NA	ENSG00000125257	NA	NA
HACNS_643	NA	NA	NA	NA
HACNS_615	ENSG00000185352	NA	NA	NA
HACNS_367	ENSG00000139793	NA	NA	NA
HACNS_293	NA	NA	NA	NA
HACNS_164	NA	NA	NA	NA
HACNS_726	NA	ENSG00000185352	NA	NA
HACNS_386	ENSG00000102595,ENSG00000185352	ENSG00000102595,ENSG00000185352	ENSG00000102595,ENSG00000185352	ENSG00000102595,ENSG00000185352
HACNS_632	NA	ENSG00000102595,ENSG00000185352,ENSG00000242614	NA	ENSG00000102595,ENSG00000242614
HACNS_254,HARv2_344	ENSG00000236554,ENSG00000270632,ENSG00000175198	ENSG00000175198	ENSG00000236554,ENSG00000270632	NA
HARv2_190	NA	NA	NA	NA
HACNS_604	NA	NA	NA	NA
HARv2_232	NA	NA	NA	NA
HACNS_188	NA	NA	NA	NA
HACNS_763	NA	NA	NA	NA
HACNS_528	ENSG00000258444,ENSG00000092054,ENSG00000215991	ENSG00000100836,ENSG00000268702,ENSG00000258643,ENSG00000092054	ENSG00000258444,ENSG00000215991,ENSG00000092054	ENSG00000100836,ENSG00000268702,ENSG00000092054
HACNS_225	NA	NA	NA	NA
HARv2_120	NA	NA	NA	NA
HARv2_543	NA	NA	NA	NA
HACNS_801	NA	NA	NA	NA
HARv2_189	NA	NA	NA	NA
HARv2_82,HACNS_167	ENSG00000258932	ENSG00000258932	NA	NA
HACNS_658	ENSG00000151322	NA	NA	NA
HACNS_490	ENSG00000151320	ENSG00000151322	NA	NA
HACNS_553	NA	NA	NA	NA
HACNS_221	NA	NA	NA	NA
HACNS_96	ENSG00000129521	ENSG00000151322	ENSG00000129521	NA
HARv2_142	ENSG00000151322	ENSG00000129521	NA	NA
HARv2_428	ENSG00000265530,ENSG00000100902,ENSG00000258790,ENSG00000100916,ENSG00000257307,ENSG00000258342,ENSG00000259104,ENSG00000257585,ENSG00000183032,ENSG00000266327	ENSG00000100890,ENSG00000258790,ENSG00000258601,ENSG00000183032	ENSG00000265530,ENSG00000100902,ENSG00000100916,ENSG00000257307,ENSG00000266327	NA
HACNS_328,HARv2_424	NA	NA	NA	NA
HACNS_867	ENSG00000183032	ENSG00000259104,ENSG00000257585	NA	NA
HARv2_44	NA	ENSG00000259104,ENSG00000257585,ENSG00000183032,ENSG00000139865,ENSG00000259048	NA	ENSG00000183032,ENSG00000139865,ENSG00000259048
HACNS_602	NA	NA	NA	NA
HACNS_23	NA	NA	NA	NA
HARv2_345	NA	NA	NA	NA
HACNS_890	NA	NA	NA	NA
HACNS_308	NA	NA	NA	NA
HACNS_947	NA	NA	NA	NA
HACNS_864	ENSG00000258700	NA	NA	NA
HACNS_320	NA	NA	NA	NA
HARv2_211	NA	NA	NA	NA
HARv2_48	NA	NA	NA	NA
HACNS_783	NA	NA	NA	NA
HACNS_771	NA	NA	NA	NA
HACNS_723	NA	ENSG00000258427,ENSG00000179008,ENSG00000259169	NA	ENSG00000258427,ENSG00000259169
HACNS_207	NA	NA	NA	NA
HACNS_389	NA	NA	NA	NA
HACNS_951	ENSG00000100554,ENSG00000072415	NA	NA	NA
HACNS_461	ENSG00000198732	ENSG00000198732,ENSG00000100678	NA	ENSG00000198732
HARv2_52,HACNS_6	NA	NA	NA	NA
HACNS_914	ENSG00000063761	NA	NA	NA
HACNS_493	NA	ENSG00000063761	NA	NA
HACNS_253	NA	NA	NA	NA
HACNS_950	NA	ENSG00000258416	NA	NA
HARv2_518	NA	ENSG00000100629	NA	NA
HACNS_544	NA	NA	NA	NA
HACNS_991	NA	NA	NA	NA
HACNS_651	NA	NA	NA	NA
HACNS_130	NA	NA	NA	NA
HARv2_394	NA	NA	NA	NA
HACNS_462	NA	NA	NA	NA
HACNS_178	NA	NA	NA	NA
HACNS_67	NA	NA	NA	NA
HACNS_768	NA	NA	NA	NA
HACNS_197	NA	NA	NA	NA
HACNS_992	NA	NA	NA	NA
HARv2_522	NA	NA	NA	NA
HARv2_180	ENSG00000166183,ENSG00000207568,ENSG00000258748,ENSG00000066735,ENSG00000258913,ENSG00000228032,ENSG00000258598,ENSG00000258986	ENSG00000166183,ENSG00000207568,ENSG00000258748,ENSG00000066735,ENSG00000258913,ENSG00000228032,ENSG00000258986	ENSG00000166183,ENSG00000207568,ENSG00000066735,ENSG00000258748,ENSG00000228032,ENSG00000258598	ENSG00000166183,ENSG00000207568,ENSG00000066735,ENSG00000258748,ENSG00000228032
HACNS_677	NA	NA	NA	NA
HARv2_31	NA	NA	NA	NA
HARv2_397	NA	NA	NA	NA
HARv2_365,HACNS_960	NA	NA	NA	NA
HARv2_133	NA	NA	NA	NA
HACNS_696	NA	ENSG00000166262	NA	NA
HARv2_368	ENSG00000166415	ENSG00000166415	NA	NA
HARv2_483	NA	NA	NA	NA
HACNS_82	ENSG00000259285,ENSG00000128918,ENSG00000103569	NA	ENSG00000259285,ENSG00000128918	NA
HARv2_375	ENSG00000259238,ENSG00000140299	NA	ENSG00000259238,ENSG00000140299	NA
HACNS_52	NA	ENSG00000128915	NA	ENSG00000128915
HACNS_847	ENSG00000157890	ENSG00000157890	NA	NA
HACNS_863	NA	NA	NA	NA
HACNS_385	NA	NA	NA	NA
HACNS_844	NA	NA	NA	NA
HACNS_155	NA	NA	NA	NA
HACNS_375	NA	NA	NA	NA
HACNS_257	ENSG00000259281,ENSG00000169783	ENSG00000259666,ENSG00000169783,ENSG00000259281	ENSG00000169783	ENSG00000259281
HACNS_649	NA	NA	NA	NA
HARv2_393	ENSG00000259713,ENSG00000140527,ENSG00000140575,ENSG00000140577,ENSG00000259736,ENSG00000197299	ENSG00000182768,ENSG00000213471,ENSG00000261147,ENSG00000270322,ENSG00000271396,ENSG00000228998,ENSG00000238244,ENSG00000196391,ENSG00000140575,ENSG00000259212,ENSG00000140577	ENSG00000140575,ENSG00000140577	ENSG00000182768,ENSG00000270322,ENSG00000271396,ENSG00000238244,ENSG00000196391,ENSG00000140577,ENSG00000259212
HARv2_317	NA	NA	NA	NA
HARv2_472	ENSG00000258551,ENSG00000176463	ENSG00000176463	NA	ENSG00000176463
HACNS_132,HARv2_477	NA	NA	NA	NA
HACNS_237	NA	NA	NA	NA
HACNS_119,HARv2_328	NA	ENSG00000247809	NA	NA
HACNS_853	NA	NA	NA	NA
HARv2_462	NA	NA	NA	NA
humGainReg1102,HACNS_32,HARv2_341	NA	NA	NA	NA
HARv2_258	NA	NA	NA	NA
HACNS_255	NA	NA	NA	NA
HARv2_8	NA	NA	NA	NA
HACNS_452	NA	ENSG00000259611,ENSG00000259199	NA	ENSG00000259611
HARv2_146	ENSG00000118894,ENSG00000267070	ENSG00000205832	ENSG00000118894,ENSG00000267070	NA
HARv2_537	ENSG00000267070	ENSG00000267070	NA	NA
HARv2_321	NA	NA	NA	NA
HARv2_300	NA	NA	NA	NA
HARv2_128	NA	NA	NA	NA
HACNS_177	NA	NA	NA	NA
HARv2_505	NA	NA	NA	NA
HARv2_437	NA	NA	NA	NA
HARv2_17	NA	NA	NA	NA
HARv2_204	NA	NA	NA	NA
HARv2_551	NA	NA	NA	NA
HACNS_705	NA	NA	NA	NA
HARv2_469	NA	NA	NA	NA
HARv2_216	NA	NA	NA	NA
HACNS_345	ENSG00000259929,ENSG00000260242,ENSG00000185164,ENSG00000262974,ENSG00000256340,ENSG00000260550	ENSG00000185164,ENSG00000256340	ENSG00000185164,ENSG00000262974,ENSG00000256340,ENSG00000260550	ENSG00000185164
HACNS_976	NA	ENSG00000185164,ENSG00000256340	NA	ENSG00000185164
HACNS_881	ENSG00000167191,ENSG00000265524,ENSG00000169340,ENSG00000263237,ENSG00000066813	ENSG00000174628,ENSG00000167191,ENSG00000265524,ENSG00000169344,ENSG00000169340,ENSG00000263237	ENSG00000167191,ENSG00000265524,ENSG00000263237,ENSG00000066813	ENSG00000167191,ENSG00000265524,ENSG00000169344,ENSG00000263237
HACNS_99	NA	NA	NA	NA
HACNS_911	NA	NA	NA	NA
HACNS_211	NA	NA	NA	NA
HACNS_754	NA	NA	NA	NA
HACNS_136	NA	ENSG00000260975	NA	NA
HACNS_795	NA	NA	NA	NA
HARv2_559	NA	NA	NA	NA
HARv2_371	NA	NA	NA	NA
HACNS_527	NA	ENSG00000140718	NA	ENSG00000140718
HARv2_369	ENSG00000125124	NA	ENSG00000125124	NA
HACNS_298	NA	NA	NA	NA
HACNS_956	NA	NA	NA	NA
HACNS_390,HARv2_191	NA	NA	NA	NA
HACNS_234	NA	NA	NA	NA
HACNS_444	NA	NA	NA	NA
HACNS_152	NA	NA	NA	NA
HACNS_72	NA	NA	NA	NA
HACNS_968	ENSG00000140937,ENSG00000260834,ENSG00000260364	NA	ENSG00000260834	NA
HACNS_290	ENSG00000168807,ENSG00000141076	NA	NA	NA
HACNS_618,HARv2_299	NA	NA	NA	NA
HACNS_405,HARv2_529	NA	NA	NA	NA
HACNS_933	NA	NA	NA	NA
HACNS_682	ENSG00000272250,ENSG00000271009,ENSG00000140836	ENSG00000272250,ENSG00000271009,ENSG00000140836	ENSG00000272250,ENSG00000271009,ENSG00000140836	ENSG00000272250,ENSG00000271009,ENSG00000140836
HARv2_403	NA	ENSG00000197445,ENSG00000261404	NA	ENSG00000197445
HACNS_65	NA	NA	NA	NA
HACNS_846	ENSG00000261063,ENSG00000260922	ENSG00000261063,ENSG00000260922,ENSG00000140873	NA	ENSG00000260922
HARv2_194	ENSG00000140876	ENSG00000140876	ENSG00000140876	ENSG00000140876
HACNS_756	NA	NA	NA	NA
HARv2_383	NA	NA	NA	NA
HARv2_140	NA	NA	NA	NA
HARv2_440	NA	NA	NA	NA
humGainReg1240,HARv2_121,HACNS_160	NA	NA	NA	NA
HARv2_33	NA	NA	NA	NA
HARv2_35	NA	ENSG00000186153,ENSG00000260969	NA	ENSG00000260969
HARv2_99	NA	NA	NA	NA
HARv2_21,HACNS_40	NA	NA	NA	NA
HARv2_131	NA	NA	NA	NA
HACNS_44,HARv2_117	ENSG00000140945	ENSG00000261176,ENSG00000140945	ENSG00000140945	ENSG00000261176
HARv2_84	NA	NA	NA	NA
HARv2_214	NA	NA	NA	NA
HARv2_53	NA	NA	NA	NA
HARv2_275	NA	NA	NA	NA
HARv2_517	NA	NA	NA	NA
HARv2_401	NA	NA	NA	NA
HACNS_613	NA	ENSG00000091592	NA	ENSG00000091592
HACNS_784	ENSG00000007174	ENSG00000007237	NA	ENSG00000007237
HARv2_450	NA	NA	NA	NA
HACNS_700	NA	NA	NA	NA
HACNS_693	NA	NA	NA	NA
HACNS_303	NA	NA	NA	NA
HACNS_299	NA	NA	NA	NA
HACNS_417	NA	NA	NA	NA
HARv2_295	NA	NA	NA	NA
HACNS_772	ENSG00000272134,ENSG00000176809,ENSG00000272220,ENSG00000265218	ENSG00000154240	ENSG00000176809,ENSG00000272134,ENSG00000272220,ENSG00000265218	NA
HARv2_200	NA	NA	NA	NA
HACNS_206,HARv2_545	NA	ENSG00000154217	NA	NA
HACNS_346	NA	NA	NA	NA
HARv2_279	NA	NA	NA	NA
HACNS_828	ENSG00000267065	ENSG00000267535,ENSG00000167889	NA	ENSG00000267535,ENSG00000167889
HACNS_786	NA	NA	NA	NA
HARv2_392	ENSG00000173482	NA	NA	NA
HARv2_336	NA	ENSG00000263827,ENSG00000173482	NA	ENSG00000263827
HARv2_544	ENSG00000154856,ENSG00000266604,ENSG00000264072,ENSG00000266470,ENSG00000265038	NA	ENSG00000154856,ENSG00000266604,ENSG00000264072,ENSG00000266470,ENSG00000265038	NA
HARv2_562	NA	NA	NA	NA
HARv2_475	NA	NA	NA	NA
HARv2_67	NA	NA	NA	NA
HARv2_512	NA	NA	NA	NA
HACNS_312	NA	NA	NA	NA
HACNS_216	ENSG00000134775	NA	NA	NA
HACNS_39	NA	NA	NA	NA
HARv2_461	NA	NA	NA	NA
HACNS_131	NA	NA	NA	NA
HACNS_305	ENSG00000267374	NA	ENSG00000267374	NA
HACNS_495	NA	NA	NA	NA
HACNS_770,HARv2_339	NA	NA	NA	NA
HARv2_552	NA	NA	NA	NA
HACNS_892	NA	NA	NA	NA
HARv2_436	NA	NA	NA	NA
HACNS_517	NA	NA	NA	NA
HACNS_434	NA	NA	NA	NA
HARv2_325	NA	NA	NA	NA
HARv2_563	NA	NA	NA	NA
HARv2_209	NA	ENSG00000267337	NA	NA
HACNS_621	NA	NA	NA	NA
HARv2_166	ENSG00000167220,ENSG00000267228,ENSG00000267761	NA	ENSG00000167220	NA
HACNS_916	ENSG00000134030,ENSG00000267762	ENSG00000134030	ENSG00000267762,ENSG00000134030	NA
HARv2_374	ENSG00000167315,ENSG00000251992,ENSG00000252139,ENSG00000266997,ENSG00000267322,ENSG00000167306,ENSG00000201668,ENSG00000240663	ENSG00000167315,ENSG00000266997,ENSG00000267322,ENSG00000167306,ENSG00000240663	ENSG00000167315,ENSG00000267322,ENSG00000251992,ENSG00000252139,ENSG00000201668,ENSG00000167306,ENSG00000240663	ENSG00000167306,ENSG00000240663
HACNS_777	NA	NA	NA	NA
HACNS_218	NA	NA	NA	NA
HACNS_267	NA	NA	NA	NA
HARv2_171	NA	NA	NA	NA
HACNS_969	NA	NA	NA	NA
HACNS_761	ENSG00000166845	ENSG00000267284	NA	NA
HACNS_982	NA	NA	NA	NA
HARv2_207	ENSG00000066926	ENSG00000134440	NA	ENSG00000134440
HARv2_23	NA	NA	NA	NA
HARv2_58	NA	ENSG00000267098	NA	NA
HACNS_420	NA	NA	NA	NA
HACNS_42,HARv2_16	ENSG00000197563	ENSG00000176641	NA	ENSG00000176641
HARv2_432	NA	NA	NA	NA
HACNS_161	NA	NA	NA	NA
HARv2_254	NA	NA	NA	NA
HACNS_902	NA	ENSG00000215421,ENSG00000261194	NA	ENSG00000261194
HACNS_859	NA	ENSG00000215421	NA	NA
HACNS_593,HARv2_310	ENSG00000215421	NA	NA	NA
HACNS_555	ENSG00000215421,ENSG00000266460	NA	NA	NA
HACNS_479	NA	NA	NA	NA
HACNS_525	NA	NA	NA	NA
HACNS_368	NA	NA	NA	NA
HACNS_554	NA	NA	NA	NA
HACNS_192	NA	NA	NA	NA
HACNS_445	ENSG00000124302	ENSG00000124302	NA	NA
HACNS_47	NA	NA	NA	NA
HARv2_183	ENSG00000134318,ENSG00000226961,ENSG00000230952	NA	ENSG00000134318,ENSG00000226961,ENSG00000230952	NA
HACNS_373	NA	NA	NA	NA
HACNS_468	NA	NA	NA	NA
HARv2_417	NA	ENSG00000226764	NA	NA
HACNS_133	NA	NA	NA	NA
HARv2_39,HACNS_220	NA	NA	NA	NA
HACNS_791	NA	NA	NA	NA
HACNS_137	NA	NA	NA	NA
HACNS_407	NA	ENSG00000231200	NA	NA
HACNS_85,HARv2_319	NA	ENSG00000270654,ENSG00000231204,ENSG00000233005	NA	ENSG00000270654
HARv2_542	NA	NA	NA	NA
HACNS_874	NA	ENSG00000233005	NA	NA
HACNS_744	NA	NA	NA	NA
HARv2_41	NA	NA	NA	NA
HARv2_155	NA	NA	NA	NA
HACNS_402	NA	NA	NA	NA
HARv2_515	NA	NA	NA	NA
HACNS_250	ENSG00000171094	ENSG00000163811,ENSG00000189350,ENSG00000171094	NA	ENSG00000189350,ENSG00000171094
HACNS_398	NA	NA	NA	NA
HACNS_592	NA	NA	NA	NA
HACNS_94	NA	NA	NA	NA
HARv2_454	ENSG00000237320,ENSG00000226994	NA	ENSG00000237320	NA
HARv2_265	ENSG00000183023	NA	ENSG00000183023	NA
HACNS_171	ENSG00000225156	ENSG00000259439,ENSG00000236502,ENSG00000138083,ENSG00000225156	ENSG00000225156	ENSG00000259439,ENSG00000138083,ENSG00000236502,ENSG00000225156
HACNS_282	NA	NA	NA	NA
HACNS_292	NA	NA	NA	NA
HARv2_411	NA	NA	NA	NA
HACNS_412	ENSG00000170820	NA	NA	NA
HACNS_263	NA	NA	NA	NA
HACNS_371	NA	NA	NA	NA
HARv2_338	NA	NA	NA	NA
HACNS_851	NA	NA	NA	NA
HACNS_101	NA	NA	NA	NA
HARv2_451	NA	NA	NA	NA
HARv2_427	NA	NA	NA	NA
HACNS_989	NA	ENSG00000144036	NA	NA
HACNS_711	NA	ENSG00000135636	NA	ENSG00000135636
HACNS_509	NA	NA	NA	NA
HACNS_937	NA	NA	NA	NA
HACNS_800	NA	NA	NA	NA
HACNS_582	NA	NA	NA	NA
HACNS_166	NA	NA	NA	NA
HACNS_92	NA	NA	NA	NA
HACNS_560	NA	NA	NA	NA
HARv2_217	NA	NA	NA	NA
HACNS_391	NA	NA	NA	NA
HACNS_433	ENSG00000144218	ENSG00000144218	ENSG00000144218	NA
HACNS_393	NA	NA	NA	NA
HACNS_374	NA	NA	NA	NA
HACNS_669	NA	NA	NA	NA
HACNS_683	NA	NA	NA	NA
HACNS_985	ENSG00000153093,ENSG00000172965,ENSG00000224959,ENSG00000240350	ENSG00000175701,ENSG00000261760,ENSG00000172965,ENSG00000153107	ENSG00000172965,ENSG00000240350,ENSG00000224959	ENSG00000261760,ENSG00000172965,ENSG00000153107
HARv2_10	NA	NA	NA	NA
HARv2_45	NA	NA	NA	NA
HACNS_77	NA	NA	NA	NA
HACNS_122	NA	NA	NA	NA
HARv2_248	NA	NA	NA	NA
HACNS_56,HARv2_20	NA	NA	NA	NA
HACNS_815	NA	NA	NA	NA
HACNS_95,HARv2_164	NA	NA	NA	NA
HACNS_886	NA	NA	NA	NA
HACNS_842	NA	NA	NA	NA
HACNS_453	ENSG00000144229	ENSG00000144229	NA	NA
HARv2_119	NA	NA	NA	NA
HACNS_259	NA	ENSG00000231758,ENSG00000075884	NA	ENSG00000231758
HARv2_381	NA	NA	NA	NA
HACNS_631,HARv2_240	NA	NA	NA	NA
HARv2_356	ENSG00000075884,ENSG00000257640,ENSG00000258268,ENSG00000257277,ENSG00000232377,ENSG00000121964	ENSG00000075884,ENSG00000257277,ENSG00000232377,ENSG00000121964	ENSG00000075884,ENSG00000257277,ENSG00000232377,ENSG00000121964	ENSG00000257277,ENSG00000232377,ENSG00000121964
HARv2_34	NA	NA	NA	NA
HACNS_915	NA	NA	NA	NA
HARv2_404	NA	NA	NA	NA
HARv2_290	NA	NA	NA	NA
HARv2_390	NA	NA	NA	NA
HACNS_238	NA	NA	NA	NA
HARv2_539	ENSG00000188668	NA	ENSG00000188668	NA
HARv2_342	ENSG00000221590,ENSG00000115233,ENSG00000271924,ENSG00000136535,ENSG00000224076,ENSG00000251621,ENSG00000144290,ENSG00000197635,ENSG00000078098,ENSG00000236841	ENSG00000271924,ENSG00000115233,ENSG00000136535,ENSG00000224076,ENSG00000251621,ENSG00000144290,ENSG00000197635	ENSG00000221590,ENSG00000115233,ENSG00000271924,ENSG00000136535,ENSG00000251621,ENSG00000144290,ENSG00000224076,ENSG00000197635	ENSG00000115233,ENSG00000271924,ENSG00000136535,ENSG00000251621,ENSG00000144290,ENSG00000224076
HACNS_106	ENSG00000144290,ENSG00000115267	ENSG00000115267	ENSG00000115267	ENSG00000115267
HACNS_983	NA	NA	NA	NA
HARv2_239	NA	NA	NA	NA
HACNS_718	NA	ENSG00000163092	NA	NA
HACNS_484	ENSG00000213981,ENSG00000071909	NA	ENSG00000213981	NA
HACNS_57	ENSG00000071909,ENSG00000231898	ENSG00000144357,ENSG00000071909,ENSG00000231898	ENSG00000231898,ENSG00000071909	ENSG00000144357,ENSG00000231898,ENSG00000071909
HACNS_747	NA	NA	NA	NA
HACNS_719	NA	NA	NA	NA
HACNS_84	NA	NA	NA	NA
HACNS_441	NA	NA	NA	NA
HARv2_71	NA	NA	NA	NA
HARv2_281	NA	NA	NA	NA
HACNS_408	ENSG00000163492,ENSG00000144331	ENSG00000163492,ENSG00000144331	ENSG00000144331	ENSG00000163492
HACNS_34	NA	NA	NA	NA
HACNS_664	NA	NA	NA	NA
HARv2_61	NA	NA	NA	NA
HACNS_848	NA	NA	NA	NA
HACNS_170	NA	NA	NA	NA
HARv2_348	NA	NA	NA	NA
HARv2_158	NA	NA	NA	NA
HACNS_823	ENSG00000144339	NA	NA	NA
HARv2_382	NA	NA	NA	NA
HACNS_135	ENSG00000155760,ENSG00000273209	ENSG00000138395,ENSG00000155760,ENSG00000273209,ENSG00000182329	ENSG00000273209	ENSG00000273209,ENSG00000182329
HARv2_435	NA	NA	NA	NA
HARv2_313	NA	NA	NA	NA
